beta	RateSoftSAT
0.0	1.0
0.05	0.9561402456238238
0.1	0.9207290184459486
0.15	0.8895824666736001
0.2	0.8627531228780381
0.25	0.8387326657485957
0.3	0.8153593758332001
0.35	0.7931230163412484
0.4	0.7726446512672872
0.45	0.7537156449101515
0.5	0.7347889947648726
0.55	0.7158604895537355
0.6	0.6969521610724655
0.65	0.6782032616579206
0.7	0.6597747700451159
0.75	0.6442175285680999
0.8	0.6294420609442662
0.85	0.6214731219681809
0.9	0.6172933012442036
0.95	0.6132671287621081
1.0	0.6106307068492858
