info	GenerationTime	ExecutionTime	NumVariables	NumClauses	DimensionFormula	PlanTime	NumRoles(Before)	NumRoles(After)	NumZeros(Before)	NumZeros(After)	ResultCompliance
exc_0_w_0.0	0.00999999977648	0.00999999977648	686	3388	55743	0	True
exc_1_w_0.0	0.00999999977648	0.00999999977648	686	3388	55743	0	True
exc_2_w_0.0	0.0	0.00999999977648	686	3388	55743	0	True
exc_3_w_0.0	0.0	0.00999999977648	686	3388	55743	0	True
exc_4_w_0.0	0.00999999977648	0.019999999553	686	3388	55757	0	True
exc_5_w_0.0	0.00999999977648	0.019999999553	686	3388	55743	0	True
exc_6_w_0.0	0.00999999977648	0.00999999977648	686	3388	55757	0	True
exc_7_w_0.0	0.00999999977648	0.019999999553	686	3388	55734	0	True
exc_8_w_0.0	0.00999999977648	0.00999999977648	686	3388	55743	0	True
exc_9_w_0.0	0.00999999977648	0.00999999977648	686	3388	55757	0	True
exc_10_w_0.0	0.00999999977648	0.00999999977648	686	3388	55743	0	True
exc_11_w_0.0	0.00999999977648	0.00999999977648	686	3388	55756	0	True
exc_0_w_0.05	0.0200000014156	0.0300000011921	686	3388	55462	0	True
exc_1_w_0.05	0.00999999977648	0.0499999988824	686	3388	55462	0	True
exc_2_w_0.05	0.00999999977648	0.11999999918	686	3388	55462	0	True
exc_3_w_0.05	0.00999999977648	0.019999999553	686	3388	55462	0	True
exc_4_w_0.05	0.0200000014156	0.0200000014156	686	3388	55476	0	True
exc_5_w_0.05	0.00999999977648	0.019999999553	686	3388	55462	0	True
exc_6_w_0.05	0.00999999977648	0.019999999553	686	3388	55476	0	True
exc_7_w_0.05	0.0100000016391	0.0300000030547	686	3388	55453	0	True
exc_8_w_0.05	0.00999999977648	0.019999999553	686	3388	55462	0	True
exc_9_w_0.05	0.019999999553	0.019999999553	686	3388	55476	0	True
exc_10_w_0.05	0.019999999553	0.0299999993294	686	3388	55462	0	True
exc_11_w_0.05	0.019999999553	0.0299999993294	686	3388	55475	0	True
exc_0_w_0.1	0.0100000016391	138.27	686	3388	55771	0	True
exc_1_w_0.1	0.00999999977648	829.990000002	686	3388	55771	0	True
exc_2_w_0.1	0.019999999553	1944.89	686	3388	55771	0	True
exc_3_w_0.1	0.00999999977648	225.139999999	686	3388	55771	0	True
exc_4_w_0.1	0.019999999553	212.700000001	686	3388	55785	0	True
exc_5_w_0.1	0.00999999977648	94.1199999992	686	3388	55771	0	True
exc_6_w_0.1	0.00999999977648	88.3099999987	686	3388	55785	0	True
exc_7_w_0.1	0.00999999977648	143.150000002	686	3388	55762	0	True
exc_8_w_0.1	0.019999999553	204.67	686	3388	55771	0	True
exc_9_w_0.1	0.019999999553	121.35	686	3388	55785	0	True
exc_10_w_0.1	0.019999999553	161.85	686	3388	55771	0	True
exc_11_w_0.1	0.00999999977648	121.619999999	686	3388	55784	0	True
exc_0_w_0.15	0.00999999977648	139.030000001	686	3388	55771	0	True
exc_1_w_0.15	0.0100000016391	779.880000001	686	3388	55771	0	True
exc_2_w_0.15	0.00999999977648	1694.01	686	3388	55771	0	True
exc_3_w_0.15	0.00999999977648	231.34	686	3388	55771	0	True
exc_4_w_0.15	0.00999999977648	220.780000001	686	3388	55785	0	True
exc_5_w_0.15	0.00999999977648	93.9800000004	686	3388	55771	0	True
exc_6_w_0.15	0.00999999977648	90.6499999985	686	3388	55785	0	True
exc_7_w_0.15	0.00999999977648	140.600000001	686	3388	55762	0	True
exc_8_w_0.15	0.019999999553	202.710000001	686	3388	55771	0	True
exc_9_w_0.15	0.00999999977648	121.279999999	686	3388	55785	0	True
exc_10_w_0.15	0.0	170.460000001	686	3388	55771	0	True
exc_11_w_0.15	0.019999999553	124.380000001	686	3388	55784	0	True
exc_0_w_0.2	0.00999999977648	153.25	686	3388	55771	0	True
exc_1_w_0.2	0.00999999977648	828.329999998	686	3388	55771	0	True
exc_2_w_0.2	0.0100000016391	1822.27	686	3388	55771	0	True
exc_3_w_0.2	0.0100000016391	223.25	686	3388	55771	0	True
exc_4_w_0.2	0.00999999977648	252.920000002	686	3388	55785	0	True
exc_5_w_0.2	0.019999999553	103.26	686	3388	55771	0	True
exc_6_w_0.2	0.019999999553	93.1199999992	686	3388	55785	0	True
exc_7_w_0.2	0.0	160.870000001	686	3388	55762	0	True
exc_8_w_0.2	0.00999999977648	222.189999999	686	3388	55771	0	True
exc_9_w_0.2	0.0100000016391	127.140000001	686	3388	55785	0	True
exc_10_w_0.2	0.00999999977648	173.23	686	3388	55771	0	True
exc_11_w_0.2	0.00999999977648	110.33	686	3388	55784	0	True
exc_0_w_0.25	0.00999999977648	163.649999999	686	3388	55771	0	True
exc_1_w_0.25	0.00999999977648	798.120000001	686	3388	55771	0	True
exc_2_w_0.25	0.00999999977648	2058.87	686	3388	55771	0	True
exc_3_w_0.25	0.0	237.870000001	686	3388	55771	0	True
exc_4_w_0.25	0.00999999977648	249.459999999	686	3388	55785	0	True
exc_5_w_0.25	0.00999999977648	113.120000001	686	3388	55771	0	True
exc_6_w_0.25	0.0	101.99	686	3388	55785	0	True
exc_7_w_0.25	0.00999999977648	140.32	686	3388	55762	0	True
exc_8_w_0.25	0.019999999553	227.720000001	686	3388	55771	0	True
exc_9_w_0.25	0.00999999977648	142.739999998	686	3388	55785	0	True
exc_10_w_0.25	0.0100000016391	182.640000001	686	3388	55771	0	True
exc_11_w_0.25	0.00999999977648	141.560000001	686	3388	55784	0	True
exc_0_w_0.3	0.00999999977648	153.390000001	686	3388	55771	0	True
exc_1_w_0.3	0.0	808.660000002	686	3388	55771	0	True
exc_2_w_0.3	0.0	1906.36	686	3388	55771	0	True
exc_3_w_0.3	0.00999999977648	223.180000002	686	3388	55771	0	True
exc_4_w_0.3	0.0	237.9	686	3388	55785	0	True
exc_5_w_0.3	0.00999999977648	112.93	686	3388	55771	0	True
exc_6_w_0.3	0.00999999977648	93.7099999972	686	3388	55785	0	True
exc_7_w_0.3	0.0	151.020000001	686	3388	55762	0	True
exc_8_w_0.3	0.00999999977648	221.060000001	686	3388	55771	0	True
exc_9_w_0.3	0.00999999977648	139.23	686	3388	55785	0	True
