info	GenerationTime	ExecutionTime	NumVariables	NumClauses	DimensionFormula	PlanTime	NumRoles(Before)	NumRoles(After)	NumZeros(Before)	NumZeros(After)	ResultCompliance
exc_0_w_0.0	34.8500000006	885.100000001	73656	1473248	33288440	False
exc_1_w_0.0	34.6899999995	898.050000001	73656	1473248	33288440	False
exc_2_w_0.0	33.4299999988	879.819999999	73656	1473248	33288440	False
exc_3_w_0.0	33.7800000003	890.23	73656	1473248	33288440	False
exc_4_w_0.0	33.3099999996	875.21	73656	1473248	33288440	False
exc_5_w_0.0	33.79	892.850000001	73656	1473248	33288440	False
exc_6_w_0.0	34.6800000006	879.01	73656	1473248	33288440	False
exc_7_w_0.0	33.6500000004	883.410000001	73656	1473248	33288440	False
exc_8_w_0.0	33.9400000004	878.819999999	73656	1473248	33288440	False
exc_9_w_0.0	33.6700000009	871.02	73656	1473248	33288440	False
exc_10_w_0.0	34.1000000006	883.16	73656	1473248	33288440	False
exc_11_w_0.0	34.9699999997	891.97	73656	1473248	33288440	False
exc_12_w_0.0	33.5099999998	914.470000001	73656	1473248	33288440	False
exc_13_w_0.0	33.5199999996	882.83	73656	1473248	33288440	False
exc_14_w_0.0	35.8100000005	866.949999999	73656	1473248	33288440	False
exc_15_w_0.0	33.1500000004	913.41	73656	1473248	33288440	False
exc_16_w_0.0	33.4100000001	902.809999999	73656	1473248	33288440	False
exc_17_w_0.0	33.8800000008	891.09	73656	1473248	33288368	False
exc_18_w_0.0	34.5500000007	886.689999999	73656	1473248	33288440	False
exc_0_w_0.05	34.4800000004	899.960000001	73656	1473248	33266263	False
exc_1_w_0.05	33.0099999998	885.219999999	73656	1473248	33266263	False
exc_2_w_0.05	34.0700000003	898.5	73656	1473248	33266263	False
exc_3_w_0.05	34.2999999989	628.359999999	73656	1473248	33266263	False
exc_4_w_0.05	36.6400000006	650.82	73656	1473248	33266263	False
exc_5_w_0.05	33.5099999998	606.220000001	73656	1473248	33266263	False
exc_6_w_0.05	33.3100000005	618.130000001	73656	1473248	33266263	False
