info	GenerationTime	ExecutionTime	PlanTime	NumRoles(Before)	NumRoles(After)	NumAss(Before)	NumAss(After)	numUsers	NumPermessi	numAssUPA	numAssUA	numAssPA	opt	sim	ResultCompliance
exc_0_beta_1.0	0.059999999823	10.1499999999	0	13	8	65	33	11	11	26	18	15	0.386075949367	0.738621794872	True
exc_1_beta_1.0	0.0400000000373	10.1600000001	0	13	8	65	30	11	11	26	15	15	0.405063291139	0.810176282051	True
exc_2_beta_1.0	0.0600000000559	11.2800000003	0	13	8	65	33	11	11	26	19	14	0.386075949367	0.732211538462	True
exc_3_beta_1.0	0.0499999998137	10.8699999999	0	13	7	65	28	11	11	26	16	12	0.512658227848	0.725732600733	True
exc_4_beta_1.0	0.0600000000559	10.9700000002	0	13	8	65	30	11	11	26	16	14	0.405063291139	0.759695512821	True
exc_5_beta_1.0	0.0400000000373	10.6899999997	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.765567765568	True
exc_6_beta_1.0	0.120000000112	10.25	0	13	7	65	30	11	11	26	15	15	0.5	0.765567765568	True
exc_7_beta_1.0	0.0600000000559	10.1200000001	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.765842490842	True
exc_8_beta_1.0	0.0399999998044	10.1499999999	0	13	8	65	34	11	11	26	20	14	0.379746835443	0.825801282051	True
exc_9_beta_1.0	0.0600000000559	10.7399999998	0	13	7	65	30	11	11	26	12	18	0.5	0.790293040293	True
exc_10_beta_1.0	0.0600000000559	10.1000000001	0	13	7	65	30	11	11	26	14	16	0.5	0.795604395604	True
exc_11_beta_1.0	0.0600000000559	10.2	0	13	7	65	30	11	11	26	15	15	0.5	0.792124542125	True
exc_0_beta_0.95	0.0600000000559	10.1699999999	0	13	7	65	30	11	11	26	11	19	0.5	0.82673992674	True
exc_1_beta_0.95	0.0600000000559	10.0800000001	0	13	8	65	33	11	11	26	19	14	0.386075949367	0.779017857143	True
exc_2_beta_0.95	0.0499999998137	10.1299999999	0	13	8	65	34	11	11	26	17	17	0.379746835443	0.857772435897	True
exc_3_beta_0.95	0.059999999823	10.1499999999	0	13	7	65	28	11	11	26	16	12	0.512658227848	0.692765567766	True
exc_4_beta_0.95	0.0400000000373	10.49	0	13	7	65	30	11	11	26	15	15	0.5	0.792124542125	True
exc_5_beta_0.95	0.0700000000652	10.9399999999	0	13	7	65	30	11	11	26	14	16	0.5	0.799450549451	True
exc_6_beta_0.95	0.0600000000559	10.9400000002	0	13	7	65	30	11	11	26	15	15	0.5	0.765842490842	True
exc_7_beta_0.95	0.0700000000652	10.8600000001	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.728754578755	True
exc_8_beta_0.95	0.0699999998324	10.3299999996	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.747710622711	True
exc_9_beta_0.95	0.0400000000373	12.3900000001	0	13	8	65	32	11	11	26	16	16	0.392405063291	0.780368589744	True
exc_10_beta_0.95	0.0499999998137	12.1699999999	0	13	7	65	30	11	11	26	15	15	0.5	0.740659340659	True
exc_11_beta_0.95	0.0700000000652	12.0700000001	0	13	7	65	28	11	11	26	14	14	0.512658227848	0.7413003663	True
exc_0_beta_0.9	0.0500000000466	12.5999999999	0	13	7	65	30	11	11	26	11	19	0.5	0.82673992674	True
exc_1_beta_0.9	0.0500000000466	12.1500000001	0	13	8	65	33	11	11	26	19	14	0.386075949367	0.779017857143	True
exc_2_beta_0.9	0.0500000000466	12.1400000001	0	13	8	65	34	11	11	26	17	17	0.379746835443	0.857772435897	True
exc_3_beta_0.9	0.0700000000652	12.1699999999	0	13	7	65	28	11	11	26	16	12	0.512658227848	0.692765567766	True
exc_4_beta_0.9	0.0500000000466	12.1700000002	0	13	7	65	30	11	11	26	15	15	0.5	0.792124542125	True
exc_5_beta_0.9	0.0500000000466	12.2899999998	0	13	7	65	30	11	11	26	14	16	0.5	0.799450549451	True
exc_6_beta_0.9	0.0400000000373	12.1100000001	0	13	7	65	30	11	11	26	15	15	0.5	0.765842490842	True
exc_7_beta_0.9	0.0699999998324	13.1299999999	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.728754578755	True
exc_8_beta_0.9	0.0900000000838	12.8499999999	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.747710622711	True
exc_9_beta_0.9	0.0800000000745	12.76	0	13	8	65	32	11	11	26	16	16	0.392405063291	0.780368589744	True
exc_10_beta_0.9	0.0700000000652	13.0600000001	0	13	7	65	30	11	11	26	15	15	0.5	0.740659340659	True
exc_11_beta_0.9	0.089999999851	14.1499999999	0	13	7	65	28	11	11	26	14	14	0.512658227848	0.7413003663	True
exc_0_beta_0.85	0.0600000000559	14.1899999999	0	13	7	65	30	11	11	26	11	19	0.5	0.82673992674	True
exc_1_beta_0.85	0.0600000000559	14.1900000002	0	13	8	65	33	11	11	26	19	14	0.386075949367	0.779017857143	True
exc_2_beta_0.85	0.059999999823	14.1499999999	0	13	8	65	34	11	11	26	17	17	0.379746835443	0.857772435897	True
exc_3_beta_0.85	0.0900000000838	14.7799999998	0	13	7	65	28	11	11	26	16	12	0.512658227848	0.692765567766	True
exc_4_beta_0.85	0.0900000000838	14.6400000001	0	13	7	65	30	11	11	26	15	15	0.5	0.792124542125	True
exc_5_beta_0.85	0.0600000000559	14.1500000001	0	13	7	65	30	11	11	26	14	16	0.5	0.799450549451	True
exc_6_beta_0.85	0.0799999998417	14.2099999997	0	13	7	65	30	11	11	26	15	15	0.5	0.765842490842	True
exc_7_beta_0.85	0.0600000000559	14.1800000002	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.728754578755	True
exc_8_beta_0.85	0.0800000000745	14.1800000002	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.747710622711	True
exc_9_beta_0.85	0.0500000000466	14.1300000001	0	13	7	65	29	11	11	26	12	17	0.506329113924	0.757326007326	True
exc_10_beta_0.85	0.059999999823	15.2199999997	0	13	7	65	30	11	11	26	15	15	0.5	0.740659340659	True
exc_11_beta_0.85	0.0500000000466	14.7100000002	0	13	7	65	28	11	11	26	14	14	0.512658227848	0.7413003663	True
exc_0_beta_0.8	0.0900000000838	14.8	0	13	7	65	30	11	11	26	11	19	0.5	0.82673992674	True
exc_1_beta_0.8	0.0500000000466	14.7000000002	0	13	8	65	33	11	11	26	19	14	0.386075949367	0.779017857143	True
exc_2_beta_0.8	0.0799999998417	14.1799999997	0	13	8	65	34	11	11	26	17	17	0.379746835443	0.857772435897	True
exc_3_beta_0.8	0.089999999851	14.21	0	13	7	65	28	11	11	26	16	12	0.512658227848	0.692765567766	True
exc_4_beta_0.8	0.0600000000559	14.1499999999	0	13	7	65	30	11	11	26	15	15	0.5	0.792124542125	True
exc_5_beta_0.8	0.0900000000838	14.3300000001	0	13	7	65	30	11	11	26	14	16	0.5	0.799450549451	True
exc_6_beta_0.8	0.760000000009	15.1099999999	0	13	7	65	30	11	11	26	15	15	0.5	0.765842490842	True
exc_7_beta_0.8	0.0800000000745	14.2200000002	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.728754578755	True
exc_8_beta_0.8	0.0500000000466	14.1900000002	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.747710622711	True
exc_9_beta_0.8	0.0799999998417	14.3499999999	0	13	7	65	29	11	11	26	12	17	0.506329113924	0.757326007326	True
exc_10_beta_0.8	0.0500000000466	14.27	0	13	7	65	30	11	11	26	15	15	0.5	0.740659340659	True
exc_11_beta_0.8	0.0600000000559	14.1200000001	0	13	7	65	28	11	11	26	14	14	0.512658227848	0.7413003663	True
exc_0_beta_0.75	0.0800000000745	14.4800000002	0	13	7	65	30	11	11	26	11	19	0.5	0.82673992674	True
exc_1_beta_0.75	0.089999999851	15.0199999998	0	13	8	65	33	11	11	26	19	14	0.386075949367	0.779017857143	True
exc_2_beta_0.75	0.0799999998417	14.9399999999	0	13	8	65	34	11	11	26	17	17	0.379746835443	0.857772435897	True
exc_3_beta_0.75	0.100000000093	14.9600000002	0	13	7	65	28	11	11	26	16	12	0.512658227848	0.692765567766	True
exc_4_beta_0.75	0.059999999823	14.7	0	13	7	65	30	11	11	26	15	15	0.5	0.792124542125	True
exc_5_beta_0.75	0.059999999823	14.2299999997	0	13	7	65	30	11	11	26	14	16	0.5	0.799450549451	True
exc_6_beta_0.75	0.0799999998417	14.28	0	13	7	65	30	11	11	26	15	15	0.5	0.765842490842	True
exc_7_beta_0.75	0.0600000000559	14.2400000002	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.728754578755	True
exc_8_beta_0.75	0.0800000000745	14.8400000001	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.747710622711	True
