info	GenerationTime	ExecutionTime	PlanTime	NumRoles(Before)	NumRoles(After)	NumAss(Before)	NumAss(After)	numUsers	NumPermessi	numAssUPA	numAssUA	numAssPA	opt	sim	ResultCompliance
exc_7_beta_0.15	0.189999999944	4633.5	0	13	12	65	61	11	11	26	33	28	-0.29746835443	0.96047008547	True
exc_8_beta_0.15	0.129999999888	3331.57	0	13	11	65	58	11	11	26	34	24	-0.132911392405	0.974358974359	True
exc_9_beta_0.15	0.219999999972	2381.29	0	13	11	65	58	11	11	26	33	25	-0.132911392405	0.946386946387	True
exc_10_beta_0.15	8.80999999982	2602.25	0	13	11	65	57	11	11	26	34	23	-0.126582278481	0.932400932401	True
exc_11_beta_0.15	7.77000000002	1677.87	0	13	11	65	58	11	11	26	33	25	-0.132911392405	0.955128205128	True
exc_0_beta_0.2	0.350000000093	5714.76	0	13	9	65	47	11	11	26	28	19	0.189873417722	0.918803418803	True
exc_1_beta_0.2	0.219999999739	40396.02	0	13	10	65	54	11	11	26	32	22	0.0253164556962	0.955128205128	True
exc_2_beta_0.2	0.169999999925	28700.92	0	13	10	65	54	11	11	26	32	22	0.0253164556962	0.955128205128	True
exc_3_beta_0.2	0.110000000102	1421.89	0	13	10	65	54	11	11	26	32	22	0.0253164556962	0.955128205128	True
exc_4_beta_0.2	0.159999999916	1914.79	0	13	10	65	54	11	11	26	32	22	0.0253164556962	0.955128205128	True
exc_5_beta_0.2	0.160000000149	1697.95	0	13	10	65	54	11	11	26	32	22	0.0253164556962	0.955128205128	True
exc_6_beta_0.2	0.170000000158	3114.72	0	13	10	65	54	11	11	26	32	22	0.0253164556962	0.955128205128	True
exc_7_beta_0.2	0.279999999795	4576.55	0	13	10	65	52	11	11	26	32	20	0.0379746835443	0.910897435897	True
exc_8_beta_0.2	0.169999999925	2398.89	0	13	10	65	54	11	11	26	32	22	0.0253164556962	0.955128205128	True
exc_9_beta_0.2	0.169999999925	1845.89	0	13	10	65	54	11	11	26	32	22	0.0253164556962	0.955128205128	True
exc_10_beta_0.2	3.03000000003	2038.02	0	13	10	65	53	11	11	26	32	21	0.0316455696203	0.910897435897	True
exc_11_beta_0.2	0.170000000158	1255.79	0	13	10	65	54	11	11	26	31	23	0.0253164556962	0.935897435897	True
exc_0_beta_0.25	0.170000000158	4182.5	0	13	8	65	42	11	11	26	25	17	0.329113924051	0.897836538462	True
