index_time	timeout	AvgRoleNumber	AvgAssignments	Similarity	Opt
8	80	48.1578947368	1103.21052632	0.750591333832	0.512678881504
10	100	48.0526315789	1117.42105263	0.749830673998	0.512095084127
12	120	48.0526315789	1155.42105263	0.765339357765	0.506122387881
14	140	47.8947368421	1170.68421053	0.769322837876	0.506040057482
16	160	48.2105263158	1190.15789474	0.774456860805	0.498780013173
18	180	48.2105263158	1191.73684211	0.775464572403	0.49855547572
4	40	49.5263157895	1091.78947368	0.749779162338	0.495202383091
19	190	48.2105263158	1191.73684211	0.775464572403	0.49855547572
2	20	51.4736842105	1038.15789474	0.727936963205	0.474305430813
5	50	49.4210526316	1092.89473684	0.748607009193	0.496572061553
17	170	48.2105263158	1190.73684211	0.77449547918	0.498697682773
9	90	48.1052631579	1113.63157895	0.75224641534	0.51193790791
15	150	48.2105263158	1190.15789474	0.774456860805	0.498780013173
13	130	48.0	1164.10526316	0.766569613216	0.505628405485
11	110	48.2631578947	1142.05263158	0.762224578676	0.505418837195
3	30	50.4736842105	1056.31578947	0.743450977275	0.48649032992
7	70	48.7368421053	1084.42105263	0.747074260444	0.507529489252
6	60	49.0	1086.94736842	0.747537105367	0.503300700557
1	10	56.8421052632	1076.36842105	0.687270330919	0.385104185378
27	270	47.3684210526	1172.05263158	0.768030305284	0.513030656847
29	290	47.0	1162.57894737	0.766947586851	0.519549727561
33	330	46.8947368421	1160.68421053	0.767787033414	0.521256212203
21	210	48.1578947368	1193.0	0.776318188771	0.499071911862
35	350	47.0	1166.36842105	0.768835901113	0.519070714328
31	310	46.8947368421	1160.68421053	0.767787033414	0.521256212203
23	230	48.0526315789	1191.57894737	0.774748355191	0.500740973594
37	370	47.0526315789	1178.57894737	0.771450836089	0.516563379438
38	380	47.0526315789	1178.57894737	0.771450836089	0.516563379438
24	240	47.4210526316	1169.15789474	0.768902203312	0.512761211903
34	340	47.0	1166.36842105	0.768835901113	0.519070714328
28	280	47.1578947368	1159.89473684	0.767554053096	0.517753427938
36	360	47.0	1166.36842105	0.768835901113	0.519070714328
22	220	48.0526315789	1191.57894737	0.774748355191	0.500740973594
32	320	46.8947368421	1160.68421053	0.767787033414	0.521256212203
30	300	46.8947368421	1160.68421053	0.767787033414	0.521256212203
26	260	47.3684210526	1172.05263158	0.768030305284	0.513030656847
20	200	48.2105263158	1191.73684211	0.775464572403	0.49855547572
25	250	47.4210526316	1169.15789474	0.768902203312	0.512761211903
48	480	47.3684210526	1212.84210526	0.778202575269	0.507514520089
46	460	47.3684210526	1211.68421053	0.78006137475	0.507679180887
40	400	47.3157894737	1207.42105263	0.78102101155	0.508996467277
42	420	47.3684210526	1211.68421053	0.78006137475	0.507679180887
54	540	47.1052631579	1210.52631579	0.773307199606	0.511518771331
52	520	47.1578947368	1208.89473684	0.773919653853	0.511069696425
50	500	47.2631578947	1210.21052632	0.775779728798	0.509535357164
56	560	47.1052631579	1210.52631579	0.773307199606	0.511518771331
57	570	46.9473684211	1204.10526316	0.77117056408	0.514475181127
43	430	47.3684210526	1211.68421053	0.78006137475	0.507679180887
53	530	47.1052631579	1210.52631579	0.773307199606	0.511518771331
47	470	47.3684210526	1211.68421053	0.78006137475	0.507679180887
55	550	47.1052631579	1210.52631579	0.773307199606	0.511518771331
41	410	47.4210526316	1213.26315789	0.780061128201	0.506758577331
49	490	47.4210526316	1214.57894737	0.780007836553	0.506556493623
51	510	47.2631578947	1210.21052632	0.775779728798	0.509535357164
45	450	47.3684210526	1211.68421053	0.78006137475	0.507679180887
39	390	47.3157894737	1202.42105263	0.777959787324	0.509707502545
44	440	47.3684210526	1211.68421053	0.78006137475	0.507679180887
59	590	46.8421052632	1200.68421053	0.77007204989	0.516338841986
60	600	46.8421052632	1200.68421053	0.77007204989	0.516338841986
58	580	46.9473684211	1204.10526316	0.77117056408	0.514475181127
