index_time	timeout	AvgRoleNumber	AvgAssignments	Similarity	Opt
16	160	40.5263157895	515.052631579	0.628960450578	0.692997425304
8	80	41.1052631579	511.105263158	0.634018931824	0.686830129932
14	140	40.6315789474	510.210526316	0.632889165312	0.692443566254
12	120	40.8947368421	512.894736842	0.638872147551	0.689060535297
18	180	40.4736842105	515.736842105	0.636316712513	0.693521346027
10	100	41.0	520.526315789	0.63837431801	0.686747799533
19	190	40.3684210526	515.052631579	0.637583717052	0.694831147835
4	40	42.2105263158	523.736842105	0.621315893575	0.67203311179
2	20	43.7368421053	531.947368421	0.623794489359	0.651996886414
15	150	40.5263157895	512.578947368	0.629957310448	0.693349200647
17	170	40.5263157895	515.947368421	0.629749314787	0.692870187414
9	90	41.0526315789	517.052631579	0.638169475347	0.686605592479
13	130	40.7894736842	509.526315789	0.633218582032	0.690767019939
11	110	40.8947368421	516.263157895	0.63854778272	0.688581522065
3	30	42.4736842105	524.736842105	0.622280039807	0.668680019161
5	50	41.7368421053	515.052631579	0.632035513515	0.678859050356
7	70	41.4210526316	517.947368421	0.638125266468	0.68214478175
1	10	47.5263157895	705.842105263	0.614524742984	0.577630082031
6	60	41.4736842105	513.0	0.637427432077	0.682242081312
35	350	39.7894736842	502.368421053	0.634870068886	0.703258786899
27	270	40.1052631579	506.842105263	0.638533174007	0.699000059877
23	230	40.1578947368	506.894736842	0.640695552612	0.698401293336
29	290	40.0526315789	507.526315789	0.638021605349	0.699538949763
31	310	39.8947368421	510.684210526	0.637391762716	0.700863720735
33	330	39.7894736842	506.052631579	0.63628872855	0.702734866176
37	370	39.7894736842	502.105263158	0.634554966739	0.703296209808
38	380	39.7894736842	502.105263158	0.634554966739	0.703296209808
21	210	40.2105263158	514.368421053	0.639310848061	0.696717262439
36	360	39.7894736842	502.368421053	0.634870068886	0.703258786899
34	340	39.7894736842	506.052631579	0.63628872855	0.702734866176
28	280	40.1052631579	506.842105263	0.638533174007	0.699000059877
32	320	39.8421052632	511.578947368	0.635770600765	0.701327764805
30	300	40.0526315789	510.052631579	0.638633772335	0.699179689839
22	220	40.1578947368	510.210526316	0.641345032031	0.697929764685
20	200	40.3684210526	515.052631579	0.637583717052	0.694831147835
24	240	40.1052631579	506.842105263	0.638533174007	0.699000059877
25	250	40.1052631579	506.842105263	0.638533174007	0.699000059877
26	260	40.1052631579	506.842105263	0.638533174007	0.699000059877
46	460	39.5789473684	504.315789474	0.635792341149	0.705361954374
54	540	39.4736842105	503.789473684	0.636429525084	0.706604394946
42	420	39.5789473684	504.315789474	0.635792341149	0.705361954374
48	480	39.4736842105	504.894736842	0.637126121982	0.706447218729
50	500	39.4736842105	503.789473684	0.636429525084	0.706604394946
52	520	39.4736842105	503.789473684	0.636429525084	0.706604394946
40	400	39.7894736842	502.105263158	0.634554966739	0.703296209808
56	560	39.3157894737	502.368421053	0.638458216032	0.708610262859
57	570	39.3157894737	502.368421053	0.638458216032	0.708610262859
55	550	39.4736842105	503.789473684	0.636429525084	0.706604394946
53	530	39.4736842105	503.789473684	0.636429525084	0.706604394946
47	470	39.4736842105	504.894736842	0.637126121982	0.706447218729
51	510	39.4736842105	503.789473684	0.636429525084	0.706604394946
49	490	39.4736842105	503.789473684	0.636429525084	0.706604394946
41	410	39.7894736842	502.105263158	0.634554966739	0.703296209808
39	390	39.7894736842	502.105263158	0.634554966739	0.703296209808
43	430	39.5789473684	504.315789474	0.635792341149	0.705361954374
44	440	39.5789473684	504.315789474	0.635792341149	0.705361954374
45	450	39.5789473684	504.315789474	0.635792341149	0.705361954374
59	590	39.3157894737	502.368421053	0.638458216032	0.708610262859
60	600	39.3157894737	502.368421053	0.638458216032	0.708610262859
58	580	39.3157894737	502.368421053	0.638458216032	0.708610262859
