index_time	timeout	AvgRoleNumber	AvgAssignments	Similarity	Opt
10	100	50.4736842105	1204.84210526	0.764517213603	0.464665289504
4	40	51.4210526316	1157.52631579	0.762763761003	0.458011496318
12	120	50.7894736842	1246.47368421	0.781717077856	0.453775223041
6	60	50.4210526316	1141.84210526	0.758292674767	0.474829351536
14	140	51.1578947368	1294.57894737	0.795826247142	0.441103826118
9	90	49.9473684211	1182.52631579	0.763551652375	0.475263457278
16	160	51.3684210526	1299.36842105	0.796766591576	0.437488773127
8	80	50.0526315789	1180.52631579	0.762247015376	0.474410214957
2	20	52.3157894737	1071.68421053	0.734526943699	0.456888809053
18	180	51.5263157895	1306.10526316	0.799353699145	0.434711993294
19	190	51.3157894737	1302.31578947	0.799382447933	0.438184839231
5	50	50.5263157895	1139.31578947	0.756961961105	0.47382641758
11	110	50.4210526316	1235.84210526	0.780971776922	0.46044398539
13	130	50.8421052632	1275.10526316	0.790692224213	0.448363870427
3	30	51.8421052632	1132.0	0.754828009277	0.455234716484
17	170	51.5263157895	1306.10526316	0.799353699145	0.434711993294
15	150	51.1578947368	1294.57894737	0.795826247142	0.441103826118
7	70	50.6842105263	1174.15789474	0.766325887689	0.466274474582
1	10	56.5789473684	1060.52631579	0.688095297504	0.391241542423
23	230	51.6842105263	1329.57894737	0.806513488445	0.428986288246
25	250	51.6842105263	1329.57894737	0.806513488445	0.428986288246
29	290	53.0526315789	1378.42105263	0.819570719705	0.401892102269
27	270	52.1052631579	1345.84210526	0.810222166966	0.420685887073
21	210	51.3157894737	1302.31578947	0.799382447933	0.438184839231
33	330	53.3684210526	1415.73684211	0.830591350626	0.39212472307
31	310	53.1578947368	1396.78947368	0.827391600099	0.397813005209
35	350	53.3684210526	1415.73684211	0.830591350626	0.39212472307
38	380	52.3684210526	1393.10526316	0.829334968299	0.410319741333
37	370	52.6315789474	1392.68421053	0.827714148201	0.406300520927
28	280	52.7894736842	1370.31578947	0.818288528205	0.407048979103
22	220	51.2631578947	1303.57894737	0.800236064301	0.438701275373
24	240	51.6842105263	1329.57894737	0.806513488445	0.428986288246
32	320	52.8947368421	1390.31578947	0.82516560416	0.402812705826
30	300	53.2105263158	1386.47368421	0.822660630547	0.398479132986
36	360	53.0	1404.84210526	0.830345593006	0.399279983235
20	200	51.3157894737	1302.31578947	0.799382447933	0.438184839231
26	260	51.6842105263	1329.57894737	0.806513488445	0.428986288246
34	340	53.3684210526	1415.73684211	0.830591350626	0.39212472307
42	420	52.3684210526	1393.10526316	0.829334968299	0.410319741333
44	440	52.3684210526	1393.10526316	0.829334968299	0.410319741333
52	520	52.4736842105	1398.47368421	0.830710436605	0.408059397641
54	540	52.3157894737	1396.05263158	0.830933010065	0.410806239147
46	460	52.3684210526	1393.10526316	0.829334968299	0.410319741333
48	480	52.4736842105	1398.47368421	0.830710436605	0.408059397641
50	500	52.4736842105	1398.47368421	0.830710436605	0.408059397641
40	400	52.3684210526	1393.10526316	0.829334968299	0.410319741333
57	570	52.3157894737	1396.05263158	0.830933010065	0.410806239147
47	470	52.4736842105	1398.47368421	0.830710436605	0.408059397641
41	410	52.3684210526	1393.10526316	0.829334968299	0.410319741333
43	430	52.3684210526	1393.10526316	0.829334968299	0.410319741333
49	490	52.4736842105	1398.47368421	0.830710436605	0.408059397641
51	510	52.4736842105	1398.47368421	0.830710436605	0.408059397641
55	550	52.3157894737	1396.05263158	0.830933010065	0.410806239147
56	560	52.3157894737	1396.05263158	0.830933010065	0.410806239147
39	390	52.3684210526	1393.10526316	0.829334968299	0.410319741333
45	450	52.3684210526	1393.10526316	0.829334968299	0.410319741333
53	530	52.4736842105	1398.47368421	0.830710436605	0.408059397641
59	590	52.3157894737	1396.05263158	0.830933010065	0.410806239147
60	600	52.8421052632	1410.57894737	0.835757549522	0.401285851147
58	580	52.3157894737	1396.05263158	0.830933010065	0.410806239147
