info	GenerationTime	ExecutionTime	NumRoles(Before)	NumRoles(After)	NumAss(Before)	NumAss(After)	numUsers	NumPermessi	numAssUPA	numAssUA	numAssPA	opt	sim	ResultCompliance
exc_path_11_exc_5_timeOut_10_w_0.1	28.0499999989	133.73	34	34	856	912	79	231	730	139	773	0.706666666667	0.953996613212	True
exc_path_12_exc_0_timeOut_10_w_0.1	59.9000000004	166.23	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_12_exc_1_timeOut_10_w_0.1	46.6300000008	152.2	58	43	1111	770	79	231	726	152	618	0.628299744536	0.655673753164	True
exc_path_12_exc_2_timeOut_10_w_0.1	36.1300000008	142.210000001	43	36	770	762	79	231	727	144	618	0.707960834398	0.868561863167	True
exc_path_12_exc_3_timeOut_10_w_0.1	29.5199999996	134.859999999	36	36	762	812	79	231	728	144	668	0.700908059024	0.909432969052	True
exc_path_12_exc_4_timeOut_10_w_0.1	29.5800000001	134.38	36	33	812	793	79	231	729	142	651	0.73301177472	0.898936610471	True
exc_path_12_exc_5_timeOut_10_w_0.1	27.04	132.12	33	31	793	793	79	231	730	139	654	0.751205673759	0.907354084609	True
exc_path_13_exc_0_timeOut_10_w_0.1	59.9699999997	166.19	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_13_exc_1_timeOut_10_w_0.1	46.5899999999	151.77	58	43	1111	770	79	231	726	152	618	0.628299744536	0.655673753164	True
exc_path_13_exc_2_timeOut_10_w_0.1	35.5000000009	142.75	43	36	770	762	79	231	727	144	618	0.707960834398	0.868561863167	True
exc_path_13_exc_3_timeOut_10_w_0.1	29.6899999995	134.43	36	36	762	812	79	231	728	144	668	0.700908059024	0.909432969052	True
exc_path_13_exc_4_timeOut_10_w_0.1	29.9199999999	134.840000001	36	35	812	828	79	231	729	143	685	0.708753014612	0.930011857828	True
exc_path_13_exc_5_timeOut_10_w_0.1	28.79	133.699999999	35	32	828	818	79	231	730	141	677	0.738723404255	0.955050499484	True
exc_path_14_exc_0_timeOut_10_w_0.1	59.0099999998	164.680000001	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_14_exc_1_timeOut_10_w_0.1	46.6299999999	152.07	58	43	1111	770	79	231	726	152	618	0.628299744536	0.655673753164	True
exc_path_14_exc_2_timeOut_10_w_0.1	34.8099999996	139.7	43	36	770	762	79	231	727	144	618	0.707960834398	0.868561863167	True
exc_path_14_exc_3_timeOut_10_w_0.1	29.6100000003	134.810000001	36	32	762	751	79	231	728	137	614	0.748155505108	0.899585839689	True
exc_path_14_exc_4_timeOut_10_w_0.1	26.2799999993	131.05	32	31	751	825	79	231	729	124	701	0.746630727763	0.828007536082	True
exc_path_14_exc_5_timeOut_10_w_0.1	25.3900000006	130.240000001	31	31	825	878	79	231	730	128	750	0.73914893617	0.929460841114	True
exc_path_15_exc_0_timeOut_10_w_0.1	58.8699999992	163.749999999	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_15_exc_1_timeOut_10_w_0.1	47.2000000002	152.800000001	58	43	1111	770	79	231	726	152	618	0.628299744536	0.655673753164	True
exc_path_15_exc_2_timeOut_10_w_0.1	35.3299999991	140.109999999	43	36	770	762	79	231	727	144	618	0.707960834398	0.868561863167	True
exc_path_15_exc_3_timeOut_10_w_0.1	29.3400000008	133.98	36	32	762	751	79	231	728	137	614	0.748155505108	0.899585839689	True
exc_path_15_exc_4_timeOut_10_w_0.1	26.2600000007	131.450000001	32	32	751	740	79	231	729	138	602	0.749751737835	0.976371502957	True
exc_path_15_exc_5_timeOut_10_w_0.1	26.0299999993	130.73	32	31	740	765	79	231	730	134	631	0.755177304965	0.877502967077	True
exc_path_16_exc_0_timeOut_10_w_0.1	60.1799999997	165.850000001	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_16_exc_1_timeOut_10_w_0.1	46.7400000002	152.15	58	43	1111	770	79	231	726	152	618	0.628299744536	0.655673753164	True
exc_path_16_exc_2_timeOut_10_w_0.1	35.7199999997	140.75	43	36	770	762	79	231	727	144	618	0.707960834398	0.868561863167	True
exc_path_16_exc_3_timeOut_10_w_0.1	29.6400000006	134.120000001	36	34	762	801	79	231	728	141	660	0.722332576617	0.913662024612	True
exc_path_16_exc_4_timeOut_10_w_0.1	27.79	132.300000001	34	34	801	876	79	231	729	140	736	0.71173216059	0.885163336215	True
exc_path_16_exc_5_timeOut_10_w_0.1	28.6999999993	134.529999999	34	32	876	937	79	231	730	138	799	0.721843971631	0.926451529003	True
exc_path_17_exc_0_timeOut_10_w_0.1	59.7300000004	166.34	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_17_exc_1_timeOut_10_w_0.1	47.2899999991	153.279999999	58	43	1111	770	79	231	726	152	618	0.628299744536	0.655673753164	True
exc_path_17_exc_2_timeOut_10_w_0.1	35.7599999998	141.890000001	43	36	770	762	79	231	727	144	618	0.707960834398	0.868561863167	True
exc_path_17_exc_3_timeOut_10_w_0.1	29.4800000004	135.480000001	36	34	762	801	79	231	728	141	660	0.722332576617	0.913662024612	True
exc_path_17_exc_4_timeOut_10_w_0.1	28.04	134.6	34	33	801	810	79	231	729	143	667	0.730600085118	0.974361164924	True
exc_path_17_exc_5_timeOut_10_w_0.1	27.8999999994	133.71	33	33	810	813	79	231	730	145	668	0.730212765957	0.980038080236	True
exc_path_18_exc_0_timeOut_10_w_0.1	61.4399999995	167.65	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_18_exc_1_timeOut_10_w_0.1	47.040000001	152.410000001	58	43	1111	770	79	231	726	152	618	0.628299744536	0.655673753164	True
exc_path_18_exc_2_timeOut_10_w_0.1	35.5	140.17	43	39	770	801	79	231	727	149	652	0.670498084291	0.851763585208	True
exc_path_18_exc_3_timeOut_10_w_0.1	32.0099999998	136.54	39	33	801	662	79	231	728	141	521	0.751560726447	0.69777854954	True
exc_path_18_exc_4_timeOut_10_w_0.1	27.3799999999	132.39	33	30	662	651	79	231	729	136	515	0.779968789899	0.917305256721	True
exc_path_18_exc_5_timeOut_10_w_0.1	24.6499999994	129.619999999	30	29	651	645	79	231	730	136	509	0.789219858156	0.983836825117	True
exc_path_19_exc_0_timeOut_10_w_0.1	58.8699999992	164.229999999	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_19_exc_1_timeOut_10_w_0.1	46.5100000007	152.05	58	43	1111	770	79	231	726	152	618	0.628299744536	0.655673753164	True
exc_path_19_exc_2_timeOut_10_w_0.1	34.9299999997	139.73	43	37	770	765	79	231	727	141	624	0.697176103306	0.817086210984	True
exc_path_19_exc_3_timeOut_10_w_0.1	29.8700000001	134.76	37	36	765	796	79	231	728	141	655	0.703178206583	0.946757379995	True
exc_path_19_exc_4_timeOut_10_w_0.1	29.6999999993	133.739999999	36	34	796	783	79	231	729	141	642	0.724925521351	0.940474176651	True
exc_path_19_exc_5_timeOut_10_w_0.1	27.6699999999	131.8	34	33	783	809	79	231	730	143	666	0.730780141844	0.935101580044	True
exc_path_20_exc_0_timeOut_10_w_0.1	58.4000000004	163.36	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_20_exc_1_timeOut_10_w_0.1	47.1200000001	152.699999999	58	43	1111	770	79	231	726	152	618	0.628299744536	0.655673753164	True
exc_path_20_exc_2_timeOut_10_w_0.1	35.0600000005	141.32	43	39	770	801	79	231	727	149	652	0.670498084291	0.851763585208	True
exc_path_20_exc_3_timeOut_10_w_0.1	31.8299999991	138.09	39	36	801	793	79	231	728	147	646	0.703603859251	0.910476540111	True
exc_path_20_exc_4_timeOut_10_w_0.1	30.2999999989	136.809999999	36	34	793	777	79	231	729	136	641	0.725776705916	0.944554140162	True
exc_path_20_exc_5_timeOut_10_w_0.1	28.6600000001	134.92	34	32	777	780	79	231	730	131	649	0.744113475177	0.955528214899	True
exc_path_21_exc_0_timeOut_10_w_0.1	60.21	165.5	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_21_exc_1_timeOut_10_w_0.1	48.8300000001	154.59	58	43	1111	770	79	231	726	152	618	0.628299744536	0.655673753164	True
exc_path_21_exc_2_timeOut_10_w_0.1	35.0700000003	141.660000001	43	37	770	765	79	231	727	141	624	0.697176103306	0.817086210984	True
exc_path_21_exc_3_timeOut_10_w_0.1	30.4799999995	136.66	37	35	765	768	79	231	728	140	628	0.717224744608	0.951478834607	True
exc_path_21_exc_4_timeOut_10_w_0.1	28.8000000007	135.37	35	33	768	751	79	231	729	138	613	0.738970066676	0.949235731487	True
exc_path_21_exc_5_timeOut_10_w_0.1	27.2199999997	133.42	33	33	751	748	79	231	730	139	609	0.739432624113	0.977555558924	True
exc_path_22_exc_0_timeOut_10_w_0.1	60.2299999995	166.859999999	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_22_exc_1_timeOut_10_w_0.1	47.21	154.2	58	43	1111	770	79	231	726	152	618	0.628299744536	0.655673753164	True
exc_path_22_exc_2_timeOut_10_w_0.1	36.0899999999	141.6	43	39	770	801	79	231	727	149	652	0.670498084291	0.851763585208	True
exc_path_22_exc_3_timeOut_10_w_0.1	32.0099999998	137.15	39	36	801	829	79	231	728	144	685	0.698496027242	0.883685360302	True
exc_path_22_exc_4_timeOut_10_w_0.1	29.9400000004	135.46	36	35	829	874	79	231	729	144	730	0.702227266279	0.932044788067	True
exc_path_22_exc_5_timeOut_10_w_0.1	29.3300000001	135.390000001	35	34	874	855	79	231	730	139	716	0.71475177305	0.960703672032	True
exc_path_23_exc_0_timeOut_10_w_0.1	59.669999999	166.259999999	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_23_exc_1_timeOut_10_w_0.1	47.8599999994	154.42	58	43	1111	770	79	231	726	152	618	0.628299744536	0.655673753164	True
exc_path_23_exc_2_timeOut_10_w_0.1	36.0299999993	142.47	43	37	770	765	79	231	727	141	624	0.697176103306	0.817086210984	True
exc_path_23_exc_3_timeOut_10_w_0.1	30.4299999997	137.130000001	37	34	765	772	79	231	728	143	629	0.726447219069	0.938412899601	True
exc_path_23_exc_4_timeOut_10_w_0.1	28.2000000011	134.49	34	33	772	802	79	231	729	141	661	0.731734997872	0.942666701026	True
exc_path_23_exc_5_timeOut_10_w_0.1	27.9299999997	134.35	33	33	802	808	79	231	730	141	667	0.730921985816	0.980409756106	True
exc_path_24_exc_0_timeOut_10_w_0.1	60.4699999997	167.81	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_24_exc_1_timeOut_10_w_0.1	48.7600000007	155.16	58	46	1111	894	79	231	726	188	706	0.572807266534	0.730960941388	True
exc_path_24_exc_2_timeOut_10_w_0.1	39.2300000004	145.05	46	37	894	701	79	231	727	159	542	0.70625798212	0.734270414204	True
exc_path_24_exc_3_timeOut_10_w_0.1	31.1499999994	137.19	37	36	701	704	79	231	728	154	550	0.716231555051	0.905420649536	True
exc_path_24_exc_4_timeOut_10_w_0.1	30.7599999998	136.35	36	34	704	694	79	231	729	144	550	0.737551425734	0.944152792283	True
exc_path_24_exc_5_timeOut_10_w_0.1	30.3900000006	135.710000001	34	34	694	701	79	231	730	147	554	0.736595744681	0.973130894099	True
exc_path_25_exc_0_timeOut_10_w_0.1	59.1500000004	165.19	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_25_exc_1_timeOut_10_w_0.1	47.0199999996	152.56	58	46	1111	894	79	231	726	188	706	0.572807266534	0.730960941388	True
exc_path_25_exc_2_timeOut_10_w_0.1	37.46	142.35	46	37	894	701	79	231	727	159	542	0.70625798212	0.734270414204	True
exc_path_25_exc_3_timeOut_10_w_0.1	30.6399999987	135.17	37	36	701	704	79	231	728	154	550	0.716231555051	0.905420649536	True
exc_path_25_exc_4_timeOut_10_w_0.1	29.8500000006	134.7	36	35	704	688	79	231	729	154	534	0.7286139878	0.947750969935	True
exc_path_25_exc_5_timeOut_10_w_0.1	28.6000000006	133.780000001	35	34	688	671	79	231	730	153	518	0.74085106383	0.925177421631	True
exc_path_26_exc_0_timeOut_10_w_0.1	59.8000000007	165.720000001	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_26_exc_1_timeOut_10_w_0.1	48.5899999999	156.17	58	46	1111	894	79	231	726	188	706	0.572807266534	0.730960941388	True
exc_path_26_exc_2_timeOut_10_w_0.1	38.1400000006	145.54	46	37	894	701	79	231	727	159	542	0.70625798212	0.734270414204	True
exc_path_26_exc_3_timeOut_10_w_0.1	30.8600000003	138.69	37	36	701	723	79	231	728	154	569	0.713535754824	0.929754443296	True
exc_path_26_exc_4_timeOut_10_w_0.1	30.2899999991	137.47	36	34	723	726	79	231	729	145	581	0.73301177472	0.950764755519	True
exc_path_26_exc_5_timeOut_10_w_0.1	28.4600000009	136.67	34	33	726	718	79	231	730	143	575	0.743687943262	0.955039126489	True
exc_path_27_exc_0_timeOut_10_w_0.1	60.3899999987	168.43	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_27_exc_1_timeOut_10_w_0.1	47.8899999997	156.25	58	46	1111	894	79	231	726	188	706	0.572807266534	0.730960941388	True
exc_path_27_exc_2_timeOut_10_w_0.1	38.2700000005	146.72	46	37	894	701	79	231	727	159	542	0.70625798212	0.734270414204	True
exc_path_27_exc_3_timeOut_10_w_0.1	30.8500000006	138.63	37	36	701	723	79	231	728	154	569	0.713535754824	0.929754443296	True
exc_path_27_exc_4_timeOut_10_w_0.1	29.9299999997	137.469999999	36	32	723	726	79	231	729	146	580	0.751737835154	0.89279466447	True
exc_path_27_exc_5_timeOut_10_w_0.1	27.1799999997	134.55	32	31	726	724	79	231	730	144	580	0.760992907801	0.962257895519	True
exc_path_28_exc_0_timeOut_10_w_0.1	60.9500000002	169.310000001	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_28_exc_1_timeOut_10_w_0.1	48.9300000006	155.800000001	58	46	1111	894	79	231	726	188	706	0.572807266534	0.730960941388	True
exc_path_28_exc_2_timeOut_10_w_0.1	38.4799999995	146.55	46	37	894	701	79	231	727	159	542	0.70625798212	0.734270414204	True
exc_path_28_exc_3_timeOut_10_w_0.1	30.9399999995	138.8	37	35	701	766	79	231	728	147	619	0.717508513053	0.880369954336	True
exc_path_28_exc_4_timeOut_10_w_0.1	29.540000001	137.45	35	33	766	742	79	231	729	141	601	0.740246843524	0.951556633754	True
exc_path_28_exc_5_timeOut_10_w_0.1	28.3600000003	136.51	33	30	742	762	79	231	730	138	624	0.764255319149	0.914820421635	True
exc_path_29_exc_0_timeOut_10_w_0.1	60.7800000003	169.439999999	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_29_exc_1_timeOut_10_w_0.1	47.7800000003	155.779999999	58	46	1111	894	79	231	726	188	706	0.572807266534	0.730960941388	True
exc_path_29_exc_2_timeOut_10_w_0.1	38.46	146.07	46	37	894	701	79	231	727	159	542	0.70625798212	0.734270414204	True
exc_path_29_exc_3_timeOut_10_w_0.1	31.2299999995	141.4	37	35	701	766	79	231	728	147	619	0.717508513053	0.880369954336	True
exc_path_29_exc_4_timeOut_10_w_0.1	29.4699999997	136.9	35	33	766	803	79	231	729	140	663	0.731593133778	0.85710542916	True
exc_path_29_exc_5_timeOut_10_w_0.1	27.7300000004	135.82	33	32	803	801	79	231	730	140	661	0.741134751773	0.945485529148	True
exc_path_30_exc_0_timeOut_10_w_0.1	61.7599999998	169.82	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_30_exc_1_timeOut_10_w_0.1	48.5300000003	157.25	58	46	1111	894	79	231	726	188	706	0.572807266534	0.730960941388	True
exc_path_30_exc_2_timeOut_10_w_0.1	38.3899999997	145.35	46	41	894	877	79	231	727	162	715	0.637008656166	0.826237321721	True
exc_path_30_exc_3_timeOut_10_w_0.1	34.3200000003	139.79	41	38	877	866	79	231	728	158	708	0.672247446084	0.893475897187	True
exc_path_30_exc_4_timeOut_10_w_0.1	30.9199999999	136.5	38	35	866	860	79	231	729	147	713	0.704213363598	0.919576550829	True
exc_path_30_exc_5_timeOut_10_w_0.1	29.04	135.27	35	34	860	848	79	231	730	142	706	0.715744680851	0.973430835954	True
exc_path_31_exc_0_timeOut_10_w_0.1	59.4699999997	165.69	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
exc_path_31_exc_1_timeOut_10_w_0.1	47.5899999999	153.52	58	46	1111	894	79	231	726	188	706	0.572807266534	0.730960941388	True
exc_path_31_exc_2_timeOut_10_w_0.1	37.879999999	144.13	46	41	894	877	79	231	727	162	715	0.637008656166	0.826237321721	True
exc_path_31_exc_3_timeOut_10_w_0.1	33.709999999	139.619999999	41	38	877	866	79	231	728	158	708	0.672247446084	0.893475897187	True
exc_path_31_exc_4_timeOut_10_w_0.1	31.6900000004	137.689999999	38	35	866	868	79	231	729	153	715	0.703078450844	0.903217770264	True
exc_path_31_exc_5_timeOut_10_w_0.1	29.4500000002	135.21	35	34	868	858	79	231	730	154	704	0.714326241135	0.943780131192	True
exc_path_32_exc_0_timeOut_10_w_0.1	59.8899999997	166.32	73	58	1848	1111	79	231	725	232	879	0.364797728886	0.676030087125	True
