info	GenerationTime	ExecutionTime	NumRoles(Before)	NumRoles(After)	NumAss(Before)	NumAss(After)	numUsers	NumPermessi	numAssUPA	numAssUA	numAssPA	opt	sim	ResultCompliance
exc_path_353_exc_5_timeOut_10_w_0.65	29.1000000015	179.930000001	24	23	564	486	79	231	730	144	342	0.856028368794	0.701899576395	True
exc_path_352_exc_5_timeOut_10_w_0.65	28.4400000004	179.420000001	24	25	454	456	79	231	730	125	331	0.846666666667	0.772594953793	True
exc_path_347_exc_5_timeOut_10_w_0.65	27.8400000008	178.550000001	23	24	455	559	79	231	730	140	419	0.839007092199	0.793103305501	True
exc_path_346_exc_5_timeOut_10_w_0.65	29.96	181.13	25	23	464	567	79	231	730	138	429	0.844539007092	0.768935109879	True
exc_path_348_exc_2_timeOut_10_w_0.65	39.4800000004	190.430000001	30	23	491	472	79	231	727	133	339	0.85795373918	0.763776847143	True
exc_path_372_exc_1_timeOut_10_w_0.65	60.040000001	210.61	53	31	677	483	79	231	726	160	323	0.795061027533	0.605760681997	True
exc_path_374_exc_0_timeOut_10_w_0.65	84.9099999992	239.42	73	53	1848	677	79	231	725	169	508	0.505180979418	0.619938019941	True
exc_path_370_exc_0_timeOut_10_w_0.65	85.1299999999	239.640000001	73	53	1848	677	79	231	725	169	508	0.505180979418	0.619938019941	True
exc_path_358_exc_4_timeOut_10_w_0.65	30.370000001	180.340000001	24	24	466	572	79	231	729	132	440	0.837140019861	0.757119610337	True
exc_path_364_exc_1_timeOut_10_w_0.65	59.9499999993	212.64	53	30	677	474	79	231	726	143	331	0.804995742265	0.591233309024	True
exc_path_369_exc_0_timeOut_10_w_0.65	84.8399999999	236.23	73	53	1848	677	79	231	725	169	508	0.505180979418	0.619938019941	True
exc_path_360_exc_1_timeOut_10_w_0.65	60.1000000006	213.81	53	30	677	474	79	231	726	143	331	0.804995742265	0.591233309024	True
exc_path_365_exc_0_timeOut_10_w_0.65	85.5700000003	236.63	73	53	1848	677	79	231	725	169	508	0.505180979418	0.619938019941	True
exc_path_366_exc_1_timeOut_10_w_0.65	60.4100000001	211.150000001	53	30	677	474	79	231	726	143	331	0.804995742265	0.591233309024	True
exc_path_371_exc_0_timeOut_10_w_0.65	86.0600000005	237.24	73	53	1848	677	79	231	725	169	508	0.505180979418	0.619938019941	True
exc_path_368_exc_0_timeOut_10_w_0.65	86.2200000007	237.22	73	53	1848	677	79	231	725	169	508	0.505180979418	0.619938019941	True
exc_path_348_exc_3_timeOut_10_w_0.65	29.1500000004	180.79	23	24	472	461	79	231	728	132	329	0.852866061294	0.789426259874	True
exc_path_367_exc_0_timeOut_10_w_0.65	85.1499999994	237.39	73	53	1848	677	79	231	725	169	508	0.505180979418	0.619938019941	True
exc_path_362_exc_0_timeOut_10_w_0.65	85.3300000001	237.23	73	53	1848	677	79	231	725	169	508	0.505180979418	0.619938019941	True
exc_path_361_exc_0_timeOut_10_w_0.65	85.2700000005	237.36	73	53	1848	677	79	231	725	169	508	0.505180979418	0.619938019941	True
exc_path_372_exc_2_timeOut_10_w_0.65	35.5300000003	186.189999999	31	24	483	466	79	231	727	129	337	0.852135660565	0.75327476711	True
exc_path_358_exc_5_timeOut_10_w_0.65	30.5899999999	181.51	24	25	572	577	79	231	730	132	445	0.829503546099	0.743288529659	True
exc_path_364_exc_2_timeOut_10_w_0.65	34.4100000001	185.359999999	30	24	474	501	79	231	727	145	356	0.847169008089	0.715776996402	True
exc_path_374_exc_1_timeOut_10_w_0.65	61.5699999994	212.95	53	31	677	483	79	231	726	160	323	0.795061027533	0.605760681997	True
exc_path_360_exc_2_timeOut_10_w_0.65	34.9800000004	186.0	30	24	474	501	79	231	727	145	356	0.847169008089	0.715776996402	True
exc_path_370_exc_1_timeOut_10_w_0.65	62.2000000002	213.580000001	53	31	677	483	79	231	726	160	323	0.795061027533	0.605760681997	True
exc_path_366_exc_2_timeOut_10_w_0.65	35.2000000002	185.98	30	24	474	553	79	231	727	131	422	0.839789981552	0.722759585938	True
exc_path_369_exc_1_timeOut_10_w_0.65	62.0199999996	213.43	53	31	677	483	79	231	726	160	323	0.795061027533	0.605760681997	True
exc_path_365_exc_1_timeOut_10_w_0.65	61.9500000002	213.239999999	53	31	677	483	79	231	726	160	323	0.795061027533	0.605760681997	True
exc_path_371_exc_1_timeOut_10_w_0.65	62.0200000005	213.37	53	31	677	483	79	231	726	160	323	0.795061027533	0.605760681997	True
exc_path_348_exc_4_timeOut_10_w_0.65	31.2000000002	181.77	24	25	461	551	79	231	729	127	424	0.833167825223	0.830287880104	True
exc_path_368_exc_1_timeOut_10_w_0.65	62.9699999997	214.7	53	31	677	483	79	231	726	160	323	0.795061027533	0.605760681997	True
exc_path_367_exc_1_timeOut_10_w_0.65	62.5499999998	214.27	53	31	677	483	79	231	726	160	323	0.795061027533	0.605760681997	True
exc_path_372_exc_3_timeOut_10_w_0.65	27.8999999994	178.78	24	22	466	473	79	231	728	135	338	0.864216799092	0.792513708969	True
exc_path_362_exc_1_timeOut_10_w_0.65	62.7199999997	214.63	53	31	677	483	79	231	726	160	323	0.795061027533	0.605760681997	True
exc_path_364_exc_3_timeOut_10_w_0.65	27.830000001	178.560000001	24	25	501	459	79	231	728	124	335	0.846197502838	0.660260910646	True
exc_path_361_exc_1_timeOut_10_w_0.65	62.1000000006	213.890000001	53	31	677	483	79	231	726	160	323	0.795061027533	0.605760681997	True
exc_path_360_exc_3_timeOut_10_w_0.65	27.9500000002	178.880000001	24	25	501	453	79	231	728	126	327	0.847048808173	0.700561870182	True
exc_path_374_exc_2_timeOut_10_w_0.65	36.7899999991	187.939999999	31	24	483	458	79	231	727	130	328	0.853270895416	0.695603023904	True
exc_path_366_exc_3_timeOut_10_w_0.65	28.0700000003	178.55	24	23	553	443	79	231	728	121	322	0.862088535755	0.767252381233	True
exc_path_370_exc_2_timeOut_10_w_0.65	36.9100000001	188.14	31	25	483	588	79	231	727	142	446	0.827870015609	0.677878015043	True
exc_path_369_exc_2_timeOut_10_w_0.65	36.5899999989	187.44	31	25	483	588	79	231	727	142	446	0.827870015609	0.677878015043	True
exc_path_365_exc_2_timeOut_10_w_0.65	36.4699999988	187.399999999	31	24	483	499	79	231	727	145	354	0.847452816801	0.716582997773	True
exc_path_373_exc_0_timeOut_10_w_0.65	89.7400000002	241.689999999	73	60	1848	1137	79	231	725	173	964	0.327608232789	0.565348099597	True
exc_path_371_exc_2_timeOut_10_w_0.65	37.1500000004	188.52	31	25	483	588	79	231	727	142	446	0.827870015609	0.677878015043	True
exc_path_348_exc_5_timeOut_10_w_0.65	32.459999999	182.989999999	25	22	551	477	79	231	730	136	341	0.863687943262	0.717049992504	True
exc_path_368_exc_2_timeOut_10_w_0.65	37.3200000003	188.290000001	31	25	483	588	79	231	727	142	446	0.827870015609	0.677878015043	True
exc_path_367_exc_2_timeOut_10_w_0.65	37.2000000002	188.0	31	25	483	588	79	231	727	142	446	0.827870015609	0.677878015043	True
exc_path_372_exc_4_timeOut_10_w_0.65	25.7200000007	176.5	22	23	473	438	79	231	729	108	330	0.862817420911	0.848385446076	True
exc_path_364_exc_4_timeOut_10_w_0.65	28.8999999994	179.949999999	25	25	459	460	79	231	729	107	353	0.846077457795	0.800430762949	True
exc_path_362_exc_2_timeOut_10_w_0.65	37.0800000001	188.13	31	24	483	499	79	231	727	145	354	0.847452816801	0.716582997773	True
exc_path_361_exc_2_timeOut_10_w_0.65	36.7599999998	187.869999999	31	24	483	499	79	231	727	145	354	0.847452816801	0.716582997773	True
exc_path_360_exc_4_timeOut_10_w_0.65	29.0899999999	179.959999999	25	24	453	484	79	231	729	126	358	0.84962406015	0.815315140786	True
exc_path_374_exc_3_timeOut_10_w_0.65	28.8399999999	179.7	24	24	458	482	79	231	728	134	348	0.849886492622	0.772392255335	True
exc_path_366_exc_4_timeOut_10_w_0.65	27.0499999998	178.05	23	23	443	449	79	231	729	127	322	0.861256915875	0.810804865424	True
exc_path_370_exc_3_timeOut_10_w_0.65	30.2999999998	181.06	25	23	588	470	79	231	728	147	323	0.858257661748	0.798105165104	True
exc_path_369_exc_3_timeOut_10_w_0.65	30.2200000007	181.130000001	25	25	588	499	79	231	728	141	358	0.840522133939	0.796239750648	True
exc_path_365_exc_3_timeOut_10_w_0.65	28.7199999997	179.47	24	24	499	474	79	231	728	138	336	0.851021566402	0.79441558785	True
exc_path_371_exc_3_timeOut_10_w_0.65	29.5300000003	180.52	25	23	588	470	79	231	728	147	323	0.858257661748	0.798105165104	True
exc_path_373_exc_1_timeOut_10_w_0.65	75.1700000009	226.930000001	60	32	1137	601	79	231	726	144	457	0.769372693727	0.550387433292	True
exc_path_368_exc_3_timeOut_10_w_0.65	31.2200000007	182.0	25	25	588	499	79	231	728	141	358	0.840522133939	0.796239750648	True
exc_path_367_exc_3_timeOut_10_w_0.65	29.7300000004	181.23	25	22	588	478	79	231	728	147	331	0.86350737798	0.78992276122	True
exc_path_372_exc_5_timeOut_10_w_0.65	26.919999999	177.8	23	24	438	436	79	231	730	108	328	0.856453900709	0.827817233022	True
exc_path_363_exc_0_timeOut_10_w_0.65	91.8600000003	243.99	73	53	1848	677	79	231	725	169	508	0.505180979418	0.619938019941	True
exc_path_364_exc_5_timeOut_10_w_0.65	28.9000000004	179.78	25	24	460	477	79	231	730	132	345	0.850638297872	0.855433081651	True
exc_path_362_exc_3_timeOut_10_w_0.65	28.9699999997	179.850000001	24	23	499	491	79	231	728	131	360	0.855278093076	0.741711007441	True
exc_path_360_exc_5_timeOut_10_w_0.65	28.04	178.76	24	24	484	460	79	231	730	135	325	0.85304964539	0.755460059252	True
exc_path_361_exc_3_timeOut_10_w_0.65	29.1999999993	180.149999999	24	25	499	453	79	231	728	125	328	0.847048808173	0.70321977837	True
exc_path_366_exc_5_timeOut_10_w_0.65	27.0200000005	177.8	23	24	449	458	79	231	730	124	334	0.853333333333	0.774363850495	True
exc_path_374_exc_4_timeOut_10_w_0.65	28.7700000005	179.32	24	25	482	451	79	231	729	103	348	0.847354234643	0.689145415579	True
exc_path_370_exc_4_timeOut_10_w_0.65	27.6099999994	178.439999999	23	24	470	454	79	231	729	126	328	0.853879982976	0.712490227024	True
exc_path_369_exc_4_timeOut_10_w_0.65	29.9499999993	180.709999999	25	24	499	596	79	231	729	143	453	0.8337352816	0.770823640384	True
exc_path_365_exc_4_timeOut_10_w_0.65	29.2699999996	180.09	24	23	474	467	79	231	729	129	338	0.858703362179	0.815992502335	True
exc_path_371_exc_4_timeOut_10_w_0.65	27.1600000001	178.29	23	24	470	458	79	231	729	119	339	0.8533125266	0.797027856762	True
exc_path_368_exc_4_timeOut_10_w_0.65	30.6900000004	181.180000001	25	23	499	545	79	231	729	127	418	0.847637962832	0.728028702593	True
exc_path_373_exc_2_timeOut_10_w_0.65	40.7699999996	191.539999999	32	23	601	474	79	231	727	136	338	0.857669930467	0.648530995768	True
exc_path_367_exc_4_timeOut_10_w_0.65	26.7400000002	177.32	22	22	478	443	79	231	729	123	320	0.868491984679	0.741294279303	True
exc_path_362_exc_4_timeOut_10_w_0.65	27.8199999994	178.25	23	22	491	462	79	231	729	124	338	0.865796566889	0.787186958384	True
exc_path_361_exc_4_timeOut_10_w_0.65	30.71	182.050000001	25	24	453	470	79	231	729	133	337	0.851610157469	0.827822029479	True
exc_path_374_exc_5_timeOut_10_w_0.65	29.8600000003	180.62	25	24	451	468	79	231	730	114	354	0.851914893617	0.78166117522	True
